,last_login
62541,3.6
62542,23.6
62543,9.1
62544,13.9
62545,42.6
62546,36.8
62547,13.9
62548,5.7
62549,13.2
62550,7.3
62551,71.7
62552,33.9
62553,58.5
62554,3.2
62555,49.0
62556,46.7
62557,19.5
62558,18.9
62559,55.6
62560,29.3
62561,8.7
62562,129.9
62563,18.8
62564,10.7
62565,26.5
62566,60.8
62567,39.9
62568,4.7
62569,28.7
62570,62.6
62571,56.0
62572,4.6
62573,21.6
62574,2.8
62575,8.5
62576,46.8
62577,15.5
62578,9.9
62579,12.9
62580,47.2
62581,14.4
62582,7.5
62583,76.2
62584,57.9
62585,6.9
62586,91.5
62587,4.0
62588,21.5
62589,63.3
62590,4.3
62591,37.2
62592,26.3
62593,1.3
62594,2.8
62595,6.0
62596,30.6
62597,20.5
62598,14.3
62599,13.8
62600,24.8
62601,31.8
62602,50.4
62603,19.8
62604,79.1
62605,109.5
62606,4.1
62607,15.3
62608,6.0
62609,7.3
62610,16.4
62611,1.9
62612,53.3
62613,15.0
62614,17.1
62615,1.6
62616,48.3
62617,6.4
62618,11.5
62619,78.8
62620,84.0
62621,5.2
62622,76.8
62623,29.6
62624,31.6
62625,113.9
62626,19.4
62627,50.5
62628,2.4
62629,23.9
62630,23.6
62631,4.5
62632,44.2
62633,59.5
62634,91.4
62635,7.8
62636,45.3
62637,13.3
62638,53.0
62639,11.3
62640,15.1
62641,18.7
62642,132.1
62643,22.9
62644,0.6
62645,24.4
62646,26.5
62647,22.4
62648,63.3
62649,9.5
62650,32.8
62651,33.0
62652,5.3
62653,38.2
62654,3.1
62655,141.0
62656,44.8
62657,150.1
62658,0.9
62659,5.1
62660,28.5
62661,26.5
62662,32.6
62663,19.1
62664,5.4
62665,1.3
62666,28.5
62667,18.7
62668,6.6
62669,32.4
62670,12.4
62671,0.2
62672,8.7
62673,13.7
62674,110.4
62675,29.0
62676,32.2
62677,32.6
62678,43.8
62679,5.3
62680,23.4
62681,4.1
62682,13.1
62683,39.0
62684,13.3
62685,33.8
62686,4.5
62687,22.3
62688,18.5
62689,229.7
62690,39.8
62691,19.8
62692,6.3
62693,80.2
62694,63.1
62695,47.6
62696,50.3
62697,10.4
62698,26.7
62699,33.7
62700,82.8
62701,201.6
62702,44.7
62703,12.9
62704,6.2
62705,88.9
62706,17.3
62707,21.9
62708,0.6
62709,2.8
62710,51.7
62711,5.7
62712,13.9
62713,65.9
62714,15.5
62715,17.0
62716,95.8
62717,35.2
62718,43.5
62719,12.0
62720,26.6
62721,12.3
62722,87.7
62723,9.2
62724,44.5
62725,10.5
62726,7.2
62727,95.9
62728,60.4
62729,17.9
62730,28.9
62731,33.4
62732,8.5
62733,2.6
62734,0.9
62735,95.8
62736,10.4
62737,14.5
62738,31.5
62739,66.7
62740,5.1
62741,43.5
62742,12.4
62743,2.1
62744,1.1
62745,2.8
62746,20.0
62747,10.9
62748,0.8
62749,13.3
62750,20.0
62751,42.8
62752,29.1
62753,37.4
62754,8.4
62755,20.1
62756,0.6
62757,13.4
62758,33.1
62759,44.2
62760,7.9
62761,50.6
62762,105.1
62763,9.7
62764,1.2
62765,111.3
62766,20.3
62767,3.9
62768,2.0
62769,31.0
62770,107.9
62771,63.5
62772,22.4
62773,21.8
62774,68.9
62775,16.3
62776,9.8
62777,0.6
62778,11.3
62779,2.0
62780,6.5
62781,1.1
62782,1.7
62783,25.4
62784,11.2
62785,121.6
62786,1.8
62787,55.8
62788,10.9
62789,14.5
62790,113.7
62791,49.0
62792,65.7
62793,5.9
62794,4.1
62795,175.8
62796,16.9
62797,10.9
62798,16.5
62799,0.3
62800,14.3
62801,8.8
62802,13.9
62803,129.2
62804,6.6
62805,20.6
62806,10.0
62807,32.5
62808,11.8
62809,12.8
62810,13.0
62811,12.3
62812,10.2
62813,128.9
62814,15.9
62815,41.9
62816,31.1
62817,3.4
62818,40.0
62819,13.3
62820,28.1
62821,3.3
62822,42.7
62823,6.9
62824,10.6
62825,42.1
62826,29.4
62827,2.5
62828,5.4
62829,30.3
62830,23.8
62831,44.2
62832,0.8
62833,20.3
62834,40.4
62835,25.6
62836,40.1
62837,4.4
62838,26.5
62839,26.1
62840,11.2
62841,8.7
62842,57.6
62843,30.1
62844,17.1
62845,32.6
62846,29.1
62847,12.8
62848,33.1
62849,49.4
62850,38.1
62851,19.2
62852,36.0
62853,6.1
62854,4.0
62855,28.6
62856,15.6
62857,3.2
62858,8.6
62859,53.5
62860,14.4
62861,4.4
62862,10.5
62863,23.8
62864,11.1
62865,8.2
62866,85.3
62867,62.2
62868,38.3
62869,50.5
62870,50.9
62871,35.5
62872,43.7
62873,41.1
62874,12.2
62875,27.7
62876,46.4
62877,106.6
62878,5.4
62879,117.0
62880,29.3
62881,21.0
62882,4.8
62883,32.2
62884,0.4
62885,6.4
62886,28.3
62887,17.1
62888,33.5
62889,24.7
62890,10.1
62891,25.7
62892,16.6
62893,16.1
62894,4.6
62895,4.6
62896,22.1
62897,14.8
62898,37.3
62899,6.2
62900,4.0
62901,26.3
62902,46.7
62903,21.8
62904,2.1
62905,28.2
62906,83.2
62907,12.4
62908,19.2
62909,72.2
62910,8.5
62911,8.7
62912,10.2
62913,23.2
62914,28.5
62915,21.1
62916,20.7
62917,0.0
62918,26.6
62919,29.3
62920,90.9
62921,33.4
62922,31.0
62923,1.9
62924,39.9
62925,3.3
62926,84.4
62927,7.8
62928,7.8
62929,30.0
62930,53.2
62931,21.1
62932,1.8
62933,115.4
62934,17.8
62935,85.9
62936,4.7
62937,32.5
62938,11.1
62939,41.4
62940,6.1
62941,1.5
62942,33.4
62943,13.1
62944,74.2
62945,54.7
62946,38.8
62947,12.6
62948,2.8
62949,5.6
62950,129.4
62951,23.0
62952,18.2
62953,31.3
62954,49.4
62955,52.1
62956,72.0
62957,48.4
62958,24.0
62959,53.2
62960,65.8
62961,8.5
62962,14.9
62963,33.2
62964,31.2
62965,66.8
62966,30.6
62967,42.0
62968,0.2
62969,12.9
62970,24.4
62971,22.4
62972,5.0
62973,5.5
62974,23.6
62975,0.1
62976,28.7
62977,95.6
62978,44.2
62979,20.7
62980,8.6
62981,70.6
62982,28.4
62983,0.1
62984,41.8
62985,55.6
62986,75.0
62987,49.1
62988,48.7
62989,15.2
62990,19.0
62991,20.1
62992,12.6
62993,17.9
62994,20.6
62995,40.4
62996,149.3
62997,0.6
62998,30.0
62999,29.2
63000,127.3
63001,94.0
63002,5.2
63003,64.5
63004,0.5
63005,25.4
63006,37.1
63007,0.5
63008,76.1
63009,43.5
63010,23.0
63011,20.3
63012,5.4
63013,23.2
63014,28.7
63015,33.5
63016,51.6
63017,60.4
63018,10.1
63019,28.0
63020,14.7
63021,34.4
63022,10.5
63023,2.6
63024,44.7
63025,8.8
63026,88.8
63027,52.7
63028,18.7
63029,30.3
63030,58.9
63031,24.9
63032,36.7
63033,42.9
63034,0.3
63035,92.7
63036,6.8
63037,2.9
63038,17.4
63039,105.8
63040,53.4
63041,10.5
63042,27.9
63043,3.8
63044,30.1
63045,51.2
63046,19.5
63047,53.0
63048,8.1
63049,21.3
63050,36.5
63051,19.7
63052,72.9
63053,5.9
63054,15.8
63055,68.4
63056,5.2
63057,5.8
63058,4.3
63059,44.1
63060,15.8
63061,31.4
63062,6.7
63063,18.2
63064,26.1
63065,28.7
63066,21.2
63067,2.3
63068,108.4
63069,10.9
63070,25.1
63071,58.9
63072,24.8
63073,1.8
63074,10.3
63075,7.7
63076,10.7
63077,11.0
63078,23.4
63079,1.2
63080,9.9
63081,4.3
63082,26.5
63083,5.6
63084,61.4
63085,1.3
63086,42.6
63087,90.9
63088,27.4
63089,2.1
63090,35.8
63091,30.6
63092,46.9
63093,11.9
63094,98.3
63095,42.7
63096,42.1
63097,7.7
63098,12.7
63099,78.6
63100,4.6
63101,31.8
63102,8.9
63103,47.8
63104,25.4
63105,26.1
63106,32.4
63107,3.7
63108,40.9
63109,43.0
63110,0.3
63111,3.8
63112,7.8
63113,10.2
63114,13.2
63115,85.9
63116,6.8
63117,35.4
63118,43.1
63119,4.7
63120,13.3
63121,28.9
63122,37.6
63123,72.1
63124,1.1
63125,21.8
63126,15.1
63127,8.3
63128,22.4
63129,16.6
63130,30.8
63131,31.2
63132,34.7
63133,65.0
63134,43.2
63135,113.2
63136,5.0
63137,0.4
63138,8.9
63139,21.2
63140,57.8
63141,6.3
63142,14.5
63143,8.5
63144,17.3
63145,134.8
63146,7.9
63147,35.9
63148,3.7
63149,3.6
63150,66.4
63151,2.8
63152,17.2
63153,13.3
63154,73.2
63155,31.2
63156,29.3
63157,30.6
63158,25.8
63159,7.1
63160,12.2
63161,12.9
63162,31.2
63163,23.2
63164,35.2
63165,110.5
63166,47.9
63167,14.4
63168,12.3
63169,10.6
63170,21.2
63171,87.3
63172,6.5
63173,27.2
63174,7.3
63175,32.8
63176,4.7
63177,47.6
63178,25.4
63179,45.1
63180,69.6
63181,14.2
63182,39.3
63183,5.4
63184,38.2
63185,0.8
63186,12.1
63187,13.3
63188,41.6
63189,27.4
63190,42.1
63191,17.3
63192,17.2
63193,25.3
63194,24.8
63195,51.5
63196,26.9
63197,173.8
63198,52.3
63199,209.9
63200,5.8
63201,7.5
63202,3.1
63203,22.1
63204,40.3
63205,49.2
63206,2.8
63207,6.5
63208,56.1
63209,15.6
63210,17.8
63211,23.3
63212,11.5
63213,46.7
63214,24.0
63215,50.7
63216,12.5
63217,38.7
63218,5.6
63219,2.2
63220,14.7
63221,119.3
63222,21.0
63223,8.1
63224,87.4
63225,16.2
63226,47.2
63227,34.6
63228,92.8
63229,9.1
63230,18.5
63231,65.7
63232,21.2
63233,8.6
63234,29.1
63235,2.7
63236,8.3
63237,10.8
63238,35.5
63239,31.9
63240,56.8
63241,11.2
63242,38.0
63243,68.6
63244,25.8
63245,63.9
63246,7.0
63247,28.4
63248,28.1
63249,25.5
63250,68.6
63251,42.7
63252,8.8
63253,23.3
63254,51.6
63255,20.5
63256,22.6
63257,63.3
63258,16.7
63259,48.9
63260,54.0
63261,56.0
63262,28.4
63263,98.6
63264,4.5
63265,2.4
63266,60.2
63267,64.9
63268,8.2
63269,0.9
63270,0.8
63271,44.5
63272,24.6
63273,26.5
63274,75.1
63275,12.1
63276,131.5
63277,0.0
63278,26.1
63279,1.5
63280,29.6
63281,7.6
63282,59.0
63283,11.2
63284,16.6
63285,39.9
63286,0.2
63287,95.8
63288,24.0
63289,22.3
63290,18.8
63291,118.8
63292,121.4
63293,52.3
63294,19.0
63295,103.7
63296,11.4
63297,14.7
63298,12.7
63299,46.5
63300,16.6
63301,38.6
63302,4.3
63303,0.7
63304,32.7
63305,9.3
63306,15.7
63307,25.1
63308,15.2
63309,69.7
63310,15.7
63311,11.7
63312,7.6
63313,28.7
63314,8.5
63315,17.8
63316,2.2
63317,74.1
63318,8.2
63319,24.2
63320,25.2
63321,15.7
63322,41.0
63323,0.8
63324,44.6
63325,1.5
63326,15.6
63327,20.2
63328,53.8
63329,12.8
63330,10.3
63331,75.8
63332,7.5
63333,5.3
63334,20.4
63335,8.1
63336,61.3
63337,16.2
63338,38.0
63339,52.1
63340,33.5
63341,68.9
63342,31.1
63343,14.5
63344,64.8
63345,104.0
63346,52.0
63347,53.5
63348,8.1
63349,14.7
63350,34.4
63351,229.0
63352,4.8
63353,70.0
63354,16.1
63355,10.6
63356,9.6
63357,33.3
63358,3.3
63359,60.0
63360,37.8
63361,27.0
63362,27.9
63363,48.3
63364,30.5
63365,15.8
63366,2.2
63367,7.0
63368,31.7
63369,10.7
63370,21.0
63371,11.4
63372,1.8
63373,11.5
63374,8.7
63375,16.2
63376,18.9
63377,26.3
63378,3.2
63379,0.5
63380,51.8
63381,40.1
63382,5.1
63383,20.8
63384,6.9
63385,23.1
63386,22.5
63387,10.1
63388,24.1
63389,3.5
63390,80.9
63391,55.0
63392,10.2
63393,16.4
63394,14.9
63395,19.1
63396,46.7
63397,16.9
63398,18.3
63399,0.1
63400,17.7
63401,52.1
63402,1.3
63403,76.0
63404,50.5
63405,1.1
63406,28.2
63407,9.8
63408,6.7
63409,40.8
63410,125.0
63411,1.3
63412,46.9
63413,42.3
63414,38.3
63415,5.3
63416,10.3
63417,57.7
63418,49.6
63419,4.1
63420,75.5
63421,9.8
63422,4.1
63423,33.6
63424,150.7
63425,33.0
63426,52.0
63427,5.4
63428,30.7
63429,5.8
63430,33.1
63431,107.3
63432,64.1
63433,21.5
63434,97.4
63435,2.6
63436,2.9
63437,2.1
63438,35.5
63439,28.1
63440,5.7
63441,11.6
63442,14.8
63443,55.9
63444,65.5
63445,5.2
63446,5.7
63447,18.7
63448,47.6
63449,6.0
63450,8.3
63451,41.3
63452,92.1
63453,1.5
63454,28.1
63455,11.4
63456,24.5
63457,6.9
63458,36.5
63459,66.6
63460,26.9
63461,3.6
63462,26.8
63463,113.5
63464,19.1
63465,26.8
63466,22.6
63467,143.5
63468,2.3
63469,3.1
63470,12.8
63471,14.4
63472,20.3
63473,16.9
63474,11.1
63475,12.1
63476,25.0
63477,11.7
63478,1.4
63479,12.7
63480,18.4
63481,4.8
63482,8.1
63483,7.9
63484,27.6
63485,45.1
63486,1.4
63487,39.7
63488,35.9
63489,1.2
63490,18.2
63491,41.8
63492,7.0
63493,77.3
63494,15.1
63495,0.2
63496,8.6
63497,16.0
63498,97.0
63499,7.9
63500,35.3
63501,112.2
63502,56.4
63503,63.4
63504,72.9
63505,2.4
63506,136.2
63507,1.4
63508,37.8
63509,34.3
63510,158.5
63511,43.2
63512,70.5
63513,40.2
63514,78.2
63515,8.7
63516,18.0
63517,1.2
63518,32.3
63519,31.6
63520,10.1
63521,14.8
63522,44.5
63523,95.0
63524,12.1
63525,60.4
63526,1.0
63527,15.9
63528,3.2
63529,44.2
63530,45.0
63531,24.7
63532,36.4
63533,2.4
63534,3.1
63535,25.8
63536,24.5
63537,20.9
63538,29.1
63539,4.2
63540,10.4
63541,23.9
63542,2.4
63543,14.0
63544,1.1
63545,46.5
63546,11.1
63547,21.1
63548,14.0
63549,36.9
63550,10.1
63551,31.7
63552,13.6
63553,5.1
63554,9.8
63555,8.7
63556,36.1
63557,18.8
63558,23.5
63559,12.1
63560,43.0
63561,20.7
63562,3.9
63563,34.1
63564,26.3
63565,17.4
63566,20.0
63567,11.5
63568,1.2
63569,5.9
63570,87.5
63571,36.7
63572,42.0
63573,43.1
63574,9.0
63575,5.5
63576,18.6
63577,20.4
63578,0.8
63579,155.4
63580,23.2
63581,23.3
63582,17.9
63583,15.7
63584,11.6
63585,3.4
63586,44.5
63587,41.5
63588,12.9
63589,55.4
63590,28.2
63591,11.6
63592,9.5
63593,18.8
63594,18.6
63595,34.3
63596,35.9
63597,4.1
63598,6.9
63599,112.1
63600,85.2
63601,86.6
63602,13.5
63603,1.2
63604,25.4
63605,47.5
63606,22.4
63607,20.0
63608,75.1
63609,26.0
63610,13.8
63611,30.5
63612,49.3
63613,9.6
63614,62.0
63615,29.3
63616,18.7
63617,3.2
63618,1.0
63619,7.7
63620,41.2
63621,119.5
63622,47.5
63623,27.9
63624,6.2
63625,78.8
63626,21.2
63627,19.8
63628,14.7
63629,13.1
63630,15.2
63631,27.7
63632,100.5
63633,51.6
63634,36.4
63635,16.7
63636,7.3
63637,82.2
63638,37.3
63639,64.2
63640,13.5
63641,12.5
63642,16.3
63643,63.3
63644,6.8
63645,1.8
63646,24.3
63647,69.2
63648,16.4
63649,27.1
63650,50.9
63651,6.6
63652,4.7
63653,107.2
63654,56.6
63655,15.3
63656,46.6
63657,84.6
63658,58.4
63659,26.9
63660,11.5
63661,8.2
63662,29.3
63663,4.8
63664,17.3
63665,75.7
63666,39.4
63667,86.6
63668,57.5
63669,16.7
63670,10.5
63671,13.0
63672,146.0
63673,30.4
63674,31.4
63675,16.0
63676,15.6
63677,2.6
63678,82.6
63679,29.4
63680,8.9
63681,11.4
63682,14.4
63683,18.2
63684,1.1
63685,15.0
63686,51.9
63687,11.5
63688,90.1
63689,15.1
63690,21.1
63691,1.3
63692,26.5
63693,30.4
63694,28.4
63695,7.3
63696,11.7
63697,8.6
63698,8.7
63699,6.6
63700,93.4
63701,59.2
63702,100.6
63703,4.4
63704,80.8
63705,5.8
63706,5.3
63707,35.0
63708,4.1
63709,5.4
63710,16.9
63711,35.0
63712,19.4
63713,14.5
63714,0.9
63715,22.6
63716,48.5
63717,9.4
63718,9.6
63719,5.3
63720,22.0
63721,37.9
63722,25.9
63723,30.6
63724,77.7
63725,46.4
63726,0.6
63727,16.7
63728,10.3
63729,23.8
63730,28.7
63731,17.2
63732,13.7
63733,53.0
63734,82.2
63735,4.1
63736,119.2
63737,5.5
63738,7.0
63739,87.4
63740,21.3
63741,80.7
63742,43.8
63743,24.7
63744,35.1
63745,32.4
63746,80.5
63747,38.4
63748,2.1
63749,26.7
63750,3.9
63751,22.5
63752,17.2
63753,33.5
63754,7.2
63755,134.6
63756,14.9
63757,20.0
63758,41.6
63759,9.3
63760,0.3
63761,6.5
63762,2.4
63763,51.0
63764,74.7
63765,25.5
63766,48.2
63767,2.5
63768,36.7
63769,11.3
63770,0.2
63771,7.5
63772,23.8
63773,106.1
63774,59.2
63775,188.9
63776,45.7
63777,6.3
63778,2.7
63779,15.6
63780,19.6
63781,20.6
63782,46.4
63783,66.1
63784,80.7
63785,30.5
63786,48.9
63787,12.9
63788,17.7
63789,31.0
63790,4.5
63791,0.9
63792,1.5
63793,4.1
63794,24.7
63795,88.1
63796,40.6
63797,12.6
63798,10.3
63799,7.5
63800,54.4
63801,32.7
63802,39.8
63803,9.4
63804,4.1
63805,3.7
63806,6.0
63807,3.4
63808,64.4
63809,11.0
63810,3.0
63811,48.3
63812,26.1
63813,75.3
63814,21.9
63815,9.3
63816,10.6
63817,39.1
63818,55.3
63819,37.2
63820,106.1
63821,3.6
63822,17.8
63823,20.0
63824,39.9
63825,83.2
63826,10.1
63827,19.7
63828,13.8
63829,0.6
63830,28.6
63831,21.6
63832,20.5
63833,23.4
63834,1.5
63835,100.2
63836,5.7
63837,1.9
63838,67.2
63839,18.8
63840,38.6
63841,0.4
63842,1.5
63843,5.5
63844,0.3
63845,9.9
63846,22.0
63847,7.9
63848,64.6
63849,19.9
63850,9.2
63851,59.8
63852,5.1
63853,2.7
63854,50.9
63855,7.9
63856,22.7
63857,10.9
63858,84.6
63859,49.2
63860,1.6
63861,106.3
63862,61.9
63863,89.2
63864,9.1
63865,98.4
63866,19.9
63867,15.0
63868,25.9
63869,62.0
63870,120.1
63871,23.0
63872,27.4
63873,56.8
63874,16.5
63875,15.3
63876,10.9
63877,11.5
63878,51.7
63879,88.5
63880,71.7
63881,56.6
63882,7.0
63883,17.9
63884,0.9
63885,74.1
63886,2.7
63887,39.9
63888,4.7
63889,11.0
63890,119.0
63891,17.8
63892,14.6
63893,11.5
63894,14.4
63895,1.3
63896,31.8
63897,14.3
63898,19.0
63899,11.0
63900,44.2
63901,0.7
63902,0.9
63903,5.1
63904,0.9
63905,203.2
63906,4.3
63907,37.2
63908,13.0
63909,51.2
63910,6.0
63911,63.7
63912,44.8
63913,4.2
63914,52.9
63915,21.8
63916,5.2
63917,43.2
63918,4.0
63919,6.0
63920,14.7
63921,11.1
63922,29.7
63923,1.0
63924,44.6
63925,138.9
63926,66.2
63927,63.4
63928,84.6
63929,170.2
63930,199.3
63931,9.4
63932,102.3
63933,8.4
63934,6.3
63935,4.1
63936,49.8
63937,64.9
63938,9.0
63939,32.9
63940,11.4
63941,13.2
63942,6.7
63943,112.0
63944,35.9
63945,11.8
63946,29.0
63947,31.0
63948,4.4
63949,7.1
63950,39.1
63951,20.0
63952,15.7
63953,38.6
63954,46.7
63955,2.1
63956,66.6
63957,47.9
63958,0.3
63959,18.3
63960,2.4
63961,8.2
63962,3.9
63963,27.0
63964,10.3
63965,24.0
63966,11.6
63967,25.4
63968,76.8
63969,40.3
63970,57.7
63971,20.6
63972,19.7
63973,7.1
63974,36.9
63975,2.3
63976,0.3
63977,4.6
63978,9.6
63979,7.4
63980,22.4
63981,64.0
63982,34.1
63983,44.3
63984,12.4
63985,24.5
63986,75.0
63987,0.0
63988,16.7
63989,11.7
63990,17.8
63991,24.5
63992,15.7
63993,88.0
63994,40.3
63995,3.8
63996,32.3
63997,115.0
63998,30.5
63999,2.4
64000,14.3
64001,13.7
64002,30.8
64003,5.2
64004,9.5
64005,17.3
64006,34.1
64007,32.6
64008,6.8
64009,61.2
64010,27.1
64011,63.7
64012,27.5
64013,13.9
64014,42.5
64015,45.0
64016,29.7
64017,9.7
64018,61.8
64019,21.8
64020,12.2
64021,54.7
64022,12.2
64023,22.0
64024,8.4
64025,0.8
64026,37.2
64027,112.1
64028,24.6
64029,32.5
64030,8.6
64031,43.4
64032,27.8
64033,139.4
64034,22.0
64035,40.4
64036,34.6
64037,5.3
64038,39.1
64039,87.4
64040,159.8
64041,56.2
64042,16.6
64043,22.0
64044,1.1
64045,53.4
64046,5.1
64047,9.6
64048,6.5
64049,32.9
64050,36.4
64051,3.0
64052,37.5
64053,56.2
64054,9.8
64055,12.8
64056,2.7
64057,167.5
64058,11.1
64059,9.1
64060,33.1
64061,20.8
64062,12.3
64063,6.8
64064,17.6
64065,7.8
64066,8.1
64067,0.5
64068,27.7
64069,39.7
64070,46.9
64071,59.4
64072,64.0
64073,50.0
64074,0.4
64075,8.3
64076,27.9
64077,3.7
64078,36.0
64079,4.6
64080,0.9
64081,4.3
64082,85.1
64083,26.5
64084,14.3
64085,57.5
64086,0.7
64087,22.4
64088,20.0
64089,1.2
64090,27.8
64091,71.7
64092,40.3
64093,8.4
64094,72.0
64095,160.4
64096,23.4
64097,17.6
64098,51.8
64099,4.7
64100,20.4
64101,26.8
64102,102.4
64103,18.2
64104,51.3
64105,0.4
64106,13.1
64107,57.4
64108,30.3
64109,0.1
64110,30.1
64111,75.9
64112,1.5
64113,17.7
64114,14.8
64115,15.3
64116,20.1
64117,15.5
64118,67.9
64119,14.9
64120,15.6
64121,55.3
64122,22.7
64123,10.5
64124,1.1
64125,16.0
64126,3.5
64127,21.3
64128,18.6
64129,1.7
64130,18.5
64131,13.1
64132,55.6
64133,5.6
64134,5.6
64135,32.2
64136,77.9
64137,19.1
64138,61.2
64139,2.9
64140,12.5
64141,27.6
64142,99.3
64143,29.0
64144,22.4
64145,24.7
64146,6.6
64147,15.5
64148,46.2
64149,38.4
64150,53.4
64151,41.9
64152,16.6
64153,60.3
64154,170.7
64155,6.3
64156,56.2
64157,72.8
64158,9.2
64159,10.9
64160,38.2
64161,12.8
64162,27.1
64163,5.8
64164,17.6
64165,19.7
64166,13.1
64167,17.2
64168,92.3
64169,9.8
64170,29.5
64171,4.1
64172,3.2
64173,20.4
64174,19.7
64175,56.0
64176,21.4
64177,2.5
64178,27.2
64179,3.3
64180,3.3
64181,69.7
64182,1.3
64183,0.8
64184,13.7
64185,5.2
64186,23.3
64187,17.2
64188,3.1
64189,10.4
64190,34.0
64191,8.8
64192,2.2
64193,16.2
64194,7.3
64195,46.8
64196,33.3
64197,0.9
64198,6.8
64199,4.4
64200,10.9
64201,8.8
64202,13.5
64203,19.0
64204,16.6
64205,8.6
64206,45.9
64207,31.2
64208,1.7
64209,77.6
64210,48.6
64211,2.8
64212,13.0
64213,25.7
64214,3.9
64215,39.8
64216,11.8
64217,7.1
64218,7.5
64219,18.2
64220,51.0
64221,16.1
64222,37.6
64223,53.2
64224,34.8
64225,34.5
64226,37.6
64227,2.1
64228,10.6
64229,10.0
64230,28.2
64231,20.4
64232,4.7
64233,3.7
64234,12.4
64235,22.7
64236,15.4
64237,3.0
64238,89.7
64239,15.1
64240,16.5
64241,4.7
64242,37.1
64243,6.1
64244,9.2
64245,1.6
64246,39.8
64247,16.5
64248,72.9
64249,7.3
64250,5.0
64251,11.1
64252,73.2
64253,43.9
64254,85.6
64255,7.2
64256,17.3
64257,32.5
64258,63.9
64259,55.5
64260,27.0
64261,27.8
64262,41.8
64263,26.4
64264,60.9
64265,20.0
64266,20.8
64267,4.2
64268,19.8
64269,39.8
64270,3.0
64271,8.5
64272,21.0
64273,2.2
64274,13.0
64275,24.7
64276,41.0
64277,100.7
64278,39.2
64279,1.9
64280,40.6
64281,12.6
64282,29.7
64283,10.2
64284,67.3
64285,8.1
64286,56.0
64287,9.5
64288,113.1
64289,34.0
64290,0.9
64291,1.4
64292,18.8
64293,38.2
64294,17.4
64295,40.0
64296,1.2
64297,12.2
64298,15.0
64299,1.4
64300,47.7
64301,39.2
64302,30.9
64303,12.2
64304,7.5
64305,38.2
64306,14.8
64307,19.7
64308,53.7
64309,3.9
64310,11.2
64311,16.9
64312,100.8
64313,13.1
64314,96.6
64315,63.0
64316,1.4
64317,13.9
64318,23.7
64319,48.2
64320,41.5
64321,37.3
64322,19.9
64323,3.5
64324,52.5
64325,47.2
64326,14.4
64327,26.5
64328,41.2
64329,17.8
64330,10.7
64331,59.8
64332,4.2
64333,86.0
64334,25.0
64335,6.6
64336,0.2
64337,44.2
64338,18.4
64339,94.8
64340,53.5
64341,33.1
64342,19.4
64343,37.6
64344,37.5
64345,5.9
64346,3.8
64347,38.3
64348,12.8
64349,10.2
64350,19.6
64351,3.0
64352,34.0
64353,37.8
64354,20.5
64355,6.1
64356,79.1
64357,0.7
64358,14.6
64359,20.0
64360,33.8
64361,47.3
64362,17.6
64363,3.3
64364,10.5
64365,43.6
64366,0.8
64367,11.3
64368,10.8
64369,4.6
64370,19.3
64371,59.1
64372,8.0
64373,119.6
64374,26.1
64375,2.8
64376,75.5
64377,15.7
64378,6.8
64379,13.4
64380,7.5
64381,51.8
64382,7.3
64383,1.1
64384,6.1
64385,20.9
64386,22.8
64387,21.6
64388,56.5
64389,58.6
64390,8.1
64391,17.5
64392,8.3
64393,28.1
64394,1.0
64395,4.5
64396,11.0
64397,54.0
64398,1.1
64399,10.7
64400,15.4
64401,7.0
64402,42.7
64403,2.6
64404,5.7
64405,63.1
64406,19.9
64407,61.9
64408,64.6
64409,54.9
64410,20.3
64411,8.8
64412,9.1
64413,65.3
64414,45.9
64415,147.2
64416,4.5
64417,81.8
64418,27.4
64419,15.0
64420,29.1
64421,26.6
64422,43.0
64423,6.2
64424,10.8
64425,21.7
64426,10.5
64427,47.2
64428,52.2
64429,7.2
64430,17.6
64431,4.4
64432,80.5
64433,10.2
64434,21.5
64435,44.0
64436,40.7
64437,31.8
64438,26.2
64439,52.4
64440,14.6
64441,0.0
64442,2.1
64443,48.8
64444,8.1
64445,5.0
64446,91.3
64447,7.3
64448,1.2
64449,39.2
64450,6.0
64451,30.4
64452,81.1
64453,19.9
64454,26.9
64455,8.9
64456,77.3
64457,5.2
64458,12.7
64459,18.2
64460,21.9
64461,4.0
64462,63.9
64463,3.3
64464,15.9
64465,27.4
64466,70.7
64467,4.8
64468,25.2
64469,40.5
64470,49.5
64471,28.4
64472,26.0
64473,55.6
64474,23.9
64475,3.0
64476,8.2
64477,137.7
64478,0.1
64479,30.7
64480,33.8
64481,11.5
64482,0.7
64483,64.8
64484,4.8
64485,30.6
64486,68.2
64487,15.5
64488,11.6
64489,25.7
64490,3.2
64491,57.1
64492,80.9
64493,54.4
64494,48.0
64495,38.0
64496,5.8
64497,4.1
64498,7.3
64499,56.2
64500,14.3
64501,30.2
64502,0.9
64503,13.8
64504,3.3
64505,8.7
64506,23.4
64507,4.9
64508,5.0
64509,6.3
64510,9.7
64511,19.0
64512,2.3
64513,36.2
64514,32.9
64515,31.7
64516,15.9
64517,4.4
64518,11.2
64519,32.5
64520,14.3
64521,6.3
64522,34.1
64523,46.0
64524,11.3
64525,26.6
64526,39.3
64527,7.2
64528,75.0
64529,56.9
64530,5.9
64531,3.5
64532,3.0
64533,13.6
64534,22.7
64535,6.7
64536,23.0
64537,29.3
64538,17.2
64539,2.2
